,Title,Published_date,Views,Comments,Month
569,Functions in JavaScript | JavaScript Tutorial in Hindi #11,2022-07-30,492504,521,Jul
570,While Loops in JavaScript | JavaScript Tutorial in Hindi #10,2022-07-29,350836,1340,Jul
571,This VS Code Extension will replace Postman 🔥,2022-07-29,92875,259,Jul
572,For Loops in JavaScript | JavaScript Tutorial in Hindi #9,2022-07-28,573262,1030,Jul
573,JavaScript Chapter 2 - Practice Set on Operators and Conditionals | JavaScript Tutorial in Hindi #8,2022-07-27,430777,2037,Jul
574,Redis: This can change your Database Game - Here how!,2022-07-25,87684,237,Jul
575,Conditional expressions in JavaScript | JavaScript Tutorial in Hindi #7,2022-07-24,601935,3194,Jul
576,JavaScript Operators and Expressions | JavaScript Tutorial in Hindi #6,2022-07-23,696136,1966,Jul
577,Unboxing a coder’s dream monitor | Mast hai ye 😍😍,2022-07-22,308458,656,Jul
578,JavaScript  Chapter 1 - Practice Set | JavaScript Tutorial in Hindi #5,2022-07-20,681052,1582,Jul
579,Primitives and Objects in JavaScript | JavaScript Tutorial in Hindi #4,2022-07-19,770126,1062,Jul
580,"const, let and var in JavaScript | JavaScript Tutorial in Hindi #3",2022-07-17,893849,1275,Jul
581,Variables in JavaScript | JavaScript Tutorial in Hindi #2,2022-07-15,1285773,1997,Jul
582,Introduction to JavaScript + Setup | JavaScript Tutorial in Hindi #1,2022-07-14,3305570,6991,Jul
583,Ultimate JavaScript Course - Announcement 🔥,2022-07-13,138978,2374,Jul
584,Hate PHP? | Where php Shines 🌟,2022-07-12,179897,125,Jul
585,An Innovative way used by Hackers!,2022-07-06,1731300,1107,Jul
586,Unix & C,2022-07-02,78701,151,Jul
587,Should you use a secondary editor?,2022-06-30,34451,197,Jun
588,I almost got Hacked! 🐱‍💻😲,2022-06-30,1719517,908,Jun
589,Finding Best Selling Products Using Public User Reviews & BrightData,2022-06-29,27893,137,Jun
590,Time Saving Microsoft Edge Feature 🔥,2022-06-28,187089,138,Jun
591,4 Amazing Facts About Steve Jobs,2022-06-27,174564,116,Jun
592,Displaying All products in a Material UI Table | NextJs Tutorial for Beginners #79,2022-06-26,31302,129,Jun
593,Github Copilot ka Dhoka 😅,2022-06-25,78279,99,Jun
594,Creating a Form for Adding Product | NextJs Tutorial for Beginners #78,2022-06-25,15089,85,Jun
595,Populating pages with pages from the template| NextJs Tutorial for Beginners #77,2022-06-24,14213,109,Jun
596,Creating Pages for the Dashboard | NextJs Tutorial for Beginners #76,2022-06-23,13322,125,Jun
597,Conclusion & where to go from here | Portfolio Website + Blog Using Sanity.io #13,2022-06-22,28407,158,Jun
598,Adding NavBar Component & Other UI Fixes | Portfolio Website + Blog Using Sanity.io #12,2022-06-21,18620,97,Jun
599,Adding multiple profiles to our Portfolio | Portfolio Website + Blog Using Sanity.io #11,2022-06-20,15709,96,Jun
600,Ultimate Docker Crash Course: Learn Docker within 30 Minutes!,2022-06-19,190904,387,Jun
601,Run VS Code on Mobile Phone For Free 📲,2022-06-17,183993,389,Jun
602,A closer look at GROQ | Portfolio Website + Blog Using Sanity.io #10,2022-06-16,12841,79,Jun
603,The Love ♥ for C 💻,2022-06-15,430791,192,Jun
604,Fetching Blog Template for our Project  | Portfolio Website + Blog Using Sanity.io #9,2022-06-14,14694,102,Jun
605,Microsoft shutting down... ⚔⚔⚔,2022-06-13,234114,636,Jun
606,Creating a Blog Page | Portfolio Website + Blog Using Sanity.io #8,2022-06-13,15962,90,Jun
607,A Side Project 💻⌨🖱,2022-06-12,230967,61,Jun
608,Creating Dashboard for Codeswear.com | NextJs Tutorial for Beginners #75,2022-06-11,23190,98,Jun
609,Fetching blogs in our homepage | Portfolio Website + Blog Using Sanity.io #7,2022-06-11,15324,74,Jun
610,Adding Template to our Next.js project | Portfolio Website + Blog Using Sanity.io #6,2022-06-10,15402,64,Jun
611,No Degree 🎓,2022-06-08,186557,90,Jun
612,Connecting Next.js app with Sanity.io | Portfolio Website + Blog Using Sanity.io #5,2022-06-08,23693,104,Jun
613,Creating a Next.js app for Frontend | Portfolio Website + Blog Using Sanity.io #4,2022-06-07,32055,97,Jun
614,Windows 9 - The Mystery OS  🔥,2022-06-05,717310,250,Jun
615,Adding Rich Text to Blog in Sanity | Portfolio Website + Blog Using Sanity.io #3,2022-06-04,26166,123,Jun
616,Game changing AI 🤖,2022-06-03,1045769,774,Jun
617,Building Tic Tac Toe on iPhone 13 Pro Max Challenge (Multiplayer Game) 🔥,2022-06-03,47128,196,Jun
618,Creating Content Structure for our Portfolio Site | Portfolio Website + Blog Using Sanity.io #2,2022-06-02,39814,160,Jun
619,Introduction to Sanity.io | Portfolio Website + Blog Using Sanity.io #1,2022-06-01,125350,363,Jun
620,An Old Player of Programming Languages,2022-06-01,141346,101,Jun
621,52 Years Old Code!,2022-05-30,1190135,284,May
622,Lets Build an Action Game Using JavaScript with Kaboom.js 💥 (from scratch),2022-05-28,82799,616,May
623,First Computer Game,2022-05-25,141255,199,May
624,null vs NaN in JavaScript,2022-05-24,63419,56,May
625,Deploying Codeswear.com to DigitalOcean | NextJs Tutorial for Beginners #74,2022-05-23,29125,215,May
626,Index starts with 0 & not 1 - But why?,2022-05-22,126057,85,May
627,Deploying our Strapi app to Digital ocean | Strapi Tutorial #10,2022-05-22,29611,78,May
628,Creating Forgot Password Page | NextJs Tutorial for Beginners #73,2022-05-22,19164,96,May
629,Microsoft Azure Developer League - An amazing platform from Microsoft for cloud computing,2022-05-21,32365,116,May
630,Adding Order Success Page | Strapi Tutorial #9,2022-05-21,16674,91,May
631,Creating MyAccount Section for CodesWear | NextJs Tutorial for Beginners #72,2022-05-21,13886,63,May
632,PinCodes json + avoiding non serviceable Locations | NextJs Tutorial for Beginners #71,2022-05-20,12074,93,May
633,Adding a payment gateway + Order success page | Strapi Tutorial #8,2022-05-20,27514,67,May
634,Creating a Python based email marketing bot on Replit 🔥,2022-05-19,47347,193,May
635,Displaying out of stock items | NextJs Tutorial for Beginners #70,2022-05-18,15229,89,May
636,PayTM checksum Tampering check | NextJs Tutorial for Beginners #69,2022-05-18,15936,49,May
637,Python Comics 💬💥💨,2022-05-17,84600,60,May
638,Showing Sidebar only for few pages | NextJs Tutorial for Beginners #68,2022-05-17,17738,106,May
639,"Creating Myntra Clone using HTML, CSS & JavaScript",2022-05-15,547039,445,May
640,99% Python developers will get confused!,2022-05-14,233538,247,May
641,Are Cracked Softwares Safe?,2022-05-13,398189,317,May
642,5 Common Hacking Techniques,2022-05-12,1103607,832,May
643,"Improving frontend: Adding Home, About & Contact | Strapi Tutorial #7",2022-05-12,31419,119,May
644,How to confuse a Python Developer?,2022-05-11,842953,755,May
645,"Creating a Cart, Checkout and Buy button | Strapi Tutorial #6",2022-05-11,31979,128,May
646,Windows for Free?,2022-05-10,432562,103,May
647,What are Environment Variables | Hacking?,2022-05-10,54816,156,May
648,Official Python Song 🎶🎵🎼🎹🎧,2022-05-09,106686,78,May
649,Displaying products on our products page | Strapi Tutorial #5,2022-05-09,37311,126,May
650,Google for sale! 😲,2022-05-08,1640360,548,May
651,"Creating a Calculator using HTML, CSS & JavaScript",2022-05-08,805890,684,May
652,The end of JavaScript 🤔,2022-05-07,182398,489,May
653,Creating a Next.js E-Commerce app with strapi | Strapi Tutorial #4,2022-05-07,40750,96,May
654,Stop Using React!,2022-05-06,318195,193,May
655,Project: Creating Ecommerce application with strapi | Strapi Tutorial #3,2022-05-06,42613,157,May
656,My favorite JavaScript Library!,2022-05-05,81011,80,May
657,Installing PostgreSQL & Connecting to Strapi | Strapi Tutorial #2,2022-05-05,52772,169,May
658,Stop using console.log(),2022-05-04,89459,87,May
659,Top Websites To Find Hackathons With Big Prizes!,2022-05-04,77962,182,May
660,Python Programming and snake 🐍,2022-05-03,71600,45,May
661,Complete Full Stack Web Developer Roadmap (2022 Edition),2022-05-03,1494565,10224,May
662,The Money Making Programming Language (Atleast for me)!,2022-05-03,71714,590,May
663,How many programming languages are there?,2022-05-02,310446,109,May
664,Introduction to Strapi | Strapi Tutorial #1,2022-05-02,181967,570,May
665,World's first Programming Language...,2022-05-01,197673,109,May
666,How to get highest package in college?,2022-05-01,375650,892,May
667,A Programmer's mistake....,2022-04-30,849947,334,Apr
668,Python Project: Tic Tac Toe Game in Python 🔥,2022-04-30,329495,900,Apr
669,PHP: Not a programming language,2022-04-29,329367,91,Apr
670,🚫 Don't buy a MacBook 😢,2022-04-29,346465,2496,Apr
671,5 Extremely Bad Python Habits,2022-04-28,97278,99,Apr
672,Coding mein bug ko bug kyu kehte hain?,2022-04-27,259965,103,Apr
673,Horizontal vs. Vertical Scaling - Learn Now!,2022-04-27,45098,325,Apr
674,What exactly is JamStack?,2022-04-26,22529,147,Apr
675,Top money making skills in web development 🔥,2022-04-25,165080,884,Apr
676,Your Future in Web Development... (The Truth),2022-04-23,747843,959,Apr
677,"Creating a landing page using HTML, CSS & JavaScript 🔥",2022-04-22,241072,381,Apr
678,Data Analysis on House Pricing Data using MongoDB Aggregation Pipelines,2022-04-21,39206,80,Apr
679,The most Profitable Skills in Coding!,2022-04-20,506287,1032,Apr
680,Kya Web Developer ko Graphic Designing seekhni chahiye?,2022-04-19,60171,373,Apr
681,PyMongo Tutorial & Connecting to a MongoDB Atlas Cluster Using Python,2022-04-17,48052,265,Apr
682,Fixing Checkout Issues | NextJs Tutorial for Beginners #67,2022-04-16,14832,99,Apr
683,Out of stock check in CodesWear.com | NextJs Tutorial for Beginners #66,2022-04-16,12021,61,Apr
684,Pincode to city & state | NextJs Tutorial for Beginners #65,2022-04-15,17693,79,Apr
685,Creating Order and Orders Page for the user | NextJs Tutorial for Beginners #64,2022-04-15,11194,45,Apr
686,Initiating Order and Redirecting to Order Page | NextJs Tutorial for Beginners #63,2022-04-14,19839,61,Apr
687,One Effective Sleeping Tip For Everyone!,2022-04-12,86220,119,Apr
688,Should You buy an iPad? - The devil's advocate,2022-04-10,44471,230,Apr
689,Adding Payment Gateway to Codeswear.com | NextJs Tutorial for Beginners #62,2022-04-10,58650,144,Apr
690,Adding Environment Variables to Codeswear.com | NextJs Tutorial for Beginners #61,2022-04-10,11397,55,Apr
691,Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #60,2022-04-10,12940,49,Apr
692,Adding React top loading bar to Codeswear.com | NextJs Tutorial for Beginners #59,2022-04-09,12388,36,Apr
693,Adding Login and Logout buttons to Codeswear.com | NextJs Tutorial for Beginners #58,2022-04-09,15217,50,Apr
694,Introduction to JWT | NextJs Tutorial for Beginners #57,2022-04-09,19190,51,Apr
695,Adding Encryption to login and signup for Codeswear.com | NextJs Tutorial for Beginners #56,2022-04-09,17679,57,Apr
696,Creating Login Page for Codeswear.com | NextJs Tutorial for Beginners #55,2022-04-08,14572,66,Apr
697,Creating Signup Page for Codeswear.com | NextJs Tutorial for Beginners #54,2022-04-08,21902,47,Apr
698,"Customizing Hoodies, Mugs & Stickers Page for Codeswear.com | NextJs Tutorial for Beginners #53",2022-04-07,14585,71,Apr
699,Adding React Toastify to Codeswear.com | NextJs Tutorial for Beginners #52,2022-04-07,14140,46,Apr
700,How Would I Learn Web Development in 2022 If I Could Start Over 🔥🔥,2022-04-04,567584,928,Apr
701,"Making the ""Buy Now"" button for Codeswear.com | NextJs Tutorial for Beginners #51",2022-04-03,22837,83,Apr
702,Replacing Dummy Text on Codeswear.com | NextJs Tutorial for Beginners #50,2022-04-03,15290,49,Apr
703,Displaying Tshirt Variants on product page | NextJs Tutorial for Beginners #49,2022-04-03,20016,123,Apr
704,Displaying Tshirts on Codeswear.com | NextJs Tutorial for Beginners #48,2022-04-02,15797,63,Apr
705,Creating APIs for Codeswear.com | NextJs Tutorial for Beginners #47,2022-04-02,24677,101,Apr
706,Adding MongoDB Database to Codeswear.com | NextJs Tutorial for Beginners #46,2022-04-02,31770,59,Apr
707,Creating Login & Signup Page Design for Codeswear.com | NextJs Tutorial for Beginners #45,2022-04-01,25222,91,Apr
708,Creating Orders Page for Codeswear.com | NextJs Tutorial for Beginners #44,2022-04-01,14400,50,Apr
709,Improving Sidebar & Checkout Page for Codeswear.com | NextJs Tutorial for Beginners #43,2022-03-31,17244,117,Mar
710,One Lesson from ₹500 Currency note 🔥,2022-03-29,187299,483,Mar
711,PHP in 8 Minutes 🔥,2022-03-28,154836,328,Mar
712,Creating Cart State for Codeswear.com | NextJs Tutorial for Beginners #42,2022-03-28,24232,141,Mar
713,Adding Pincode Serviceability Check on Codeswear.com | NextJs Tutorial for Beginners #41,2022-03-27,19544,97,Mar
714,The *most* valuable thing you have as a Developer!,2022-03-25,75990,106,Mar
715,Designing Product Page for Codeswear.com | NextJs Tutorial for Beginners #40,2022-03-25,19226,114,Mar
716,Designing the Cart Sidebar for Codeswear.com | NextJs Tutorial for Beginners #39,2022-03-24,27289,99,Mar
717,"Designing Mugs, Sticker & Hoodies page for Codeswear.com | NextJs Tutorial for Beginners #38",2022-03-24,18785,104,Mar
718,Designing the Tshirts Page for Codeswear.com | NextJs Tutorial for Beginners #37,2022-03-23,21782,85,Mar
719,5 Top Skills to learn in 2022,2022-03-21,407452,1049,Mar
720,"Creating NavBar, Footer & HomePage for Codeswear.com | NextJs Tutorial for Beginners #36",2022-03-20,32586,120,Mar
721,Creating Pages for Codeswear.com | NextJs Tutorial for Beginners #35,2022-03-19,24540,146,Mar
722,3 tips for better sleep (Sleep with Science),2022-03-18,141364,153,Mar
723,Codeswear.com - Project Setup using Tailwind CSS | NextJs Tutorial for Beginners #34,2022-03-18,27548,107,Mar
724,Project 2: Codeswear.com - A Next.js powered E-Commerce Store | NextJs Tutorial for Beginners #33,2022-03-17,32943,108,Mar
725,One Tip that made me a Fast Typist!,2022-03-16,441188,304,Mar
726,Adding huntingcoder.com Domain and  Search Console | NextJs Tutorial for Beginners #32,2022-03-16,18113,88,Mar
727,The Feynman Technique for Learning Anything 🔥,2022-03-14,140120,197,Mar
728,5 Effective Tips for taking Notes,2022-03-13,127504,133,Mar
729,Tailwind CSS in 6 Minutes 🔥,2022-03-12,56334,215,Mar
730,Deploying Hunting Coder | NextJs Tutorial for Beginners #31,2022-03-11,21679,92,Mar
731,Adding Responsive Design to Hunting Coder | NextJs Tutorial for Beginners #30,2022-03-11,16278,71,Mar
732,Adding Infinite Scroll to Hunting Coder | NextJs Tutorial for Beginners #29,2022-03-10,21518,101,Mar
733,Django in 8 Minutes 🔥,2022-03-08,144786,282,Mar
734,Styling Fixes in our Hunting coder Blog | NextJs Tutorial for Beginners #28,2022-03-07,15658,100,Mar
735,Designing the About Page | NextJs Tutorial for Beginners #27,2022-03-07,13966,52,Mar
736,Designing the /contact FrontEnd Page | NextJs Tutorial for Beginners #26,2022-03-06,18509,113,Mar
737,Creating an API to save Contact Data | NextJs Tutorial for Beginners #25,2022-03-06,23970,66,Mar
738,Rendering HTML text using dangerouslySetInnerHTML in Next.js | NextJs Tutorial for Beginners #24,2022-03-05,23902,81,Mar
739,"Static site generation, getStaticProps() & getStaticPaths | NextJs Tutorial for Beginners #23",2022-03-04,33334,111,Mar
740,Flask in 6 Minutes 🔥,2022-03-02,88020,226,Mar
741,Server Side Rendering - getServerSideProps() in Next.js | NextJs Tutorial for Beginners #22,2022-03-01,44593,126,Mar
742,Prerendering Strategies in Next.js | NextJs Tutorial for Beginners #21,2022-02-28,25623,86,Feb
743,Fetching BlogPost using /getblog Endpoint | NextJs Tutorial for Beginners #20,2022-02-27,27225,85,Feb
744,Using the API Endpoints | NextJs Tutorial for Beginners #19,2022-02-27,32467,91,Feb
745,JavaScript in 8 Minutes 👩‍💻,2022-02-25,202411,382,Feb
746,Creating endpoints to get one/all blogposts | NextJs Tutorial for Beginners #18,2022-02-25,33839,73,Feb
747,Introduction to API Routes in Next.js | NextJs Tutorial for Beginners #17,2022-02-24,37069,93,Feb
748,Adding blog jsons as data | NextJs Tutorial for Beginners #16,2022-02-24,31024,90,Feb
749,Creating Blog and Blogpost page | NextJs Tutorial for Beginners #15,2022-02-23,35048,96,Feb
750,Displaying Navbar on all pages | NextJs Tutorial for Beginners #14,2022-02-23,46880,81,Feb
751,Basic Cleanup of Hunting Coder Blog | NextJs Tutorial for Beginners #13,2022-02-22,28187,101,Feb
752,Styled jsx in Next.js | NextJs Tutorial for Beginners #12,2022-02-22,29508,93,Feb
753,Java in 7 Minutes 🔥,2022-02-20,202624,549,Feb
754,Adding Global Styles in Next.js | NextJs Tutorial for Beginners #11,2022-02-19,32557,78,Feb
755,[Updated Feb 2022] Laptop models to buy around 70k budget,2022-02-17,130828,866,Feb
756,Component Level CSS in Next.js | NextJs Tutorial for Beginners #10,2022-02-16,42147,125,Feb
757,Link component in Next.js -  Understanding next/link | NextJs Tutorial for Beginners #9,2022-02-15,43808,108,Feb
758,C++ in 5 Minutes 🔥,2022-02-14,130087,377,Feb
759,"C++, Java or Python? The best Language for College Placements in India",2022-02-13,218426,548,Feb
760,"Tailwind CSS Course Conclusion, Wrap-up & where to go from here",2022-02-12,48313,350,Feb
761,Creating Multiple Pages in Next.js | NextJs Tutorial for Beginners #8,2022-02-11,53171,163,Feb
762,Blogging in 2022? 💻,2022-02-10,42524,277,Feb
763,Image Component in Next.js | NextJs Tutorial for Beginners #7,2022-02-09,55363,169,Feb
764,CSS in 7 Minutes 🔥,2022-02-09,299841,357,Feb
765,Head and Script Component in Next.js | NextJs Tutorial for Beginners #6,2022-02-08,60271,125,Feb
766,Project 1: Hunting Coder - A Coder's Blog | NextJs Tutorial for Beginners #5,2022-02-07,82411,214,Feb
767,5 Typing Softwares I used to improve typing speed 🔥,2022-02-06,64215,297,Feb
768,JavaScript and React Refresher for Next.js | NextJs Tutorial for Beginners #4,2022-02-06,66260,226,Feb
769,99.9% developers don't use this in VS Code! 🔥 #shorts,2022-02-05,330357,442,Feb
770,"Don't Use HTML, CSS & JavaScript (Do this instead!)",2022-02-04,363896,640,Feb
771,Project 2: Microsoft Clone (Responsive) in Tailwind CSS: Tailwind Tutorial #15,2022-02-03,119475,252,Feb
772,HTML id vs class 🔥 #shorts,2022-02-03,101182,117,Feb
773,HTML in 9 Minutes (in Hindi) 🌐,2022-02-02,420045,513,Feb
774,File Based Routing in Next.js | NextJs Tutorial for Beginners #3,2022-02-01,97499,263,Feb
775,5 Typing Websites I used to Master Typing!,2022-01-31,91974,437,Jan
776,Our first Next.js website | NextJs Tutorial for Beginners #2,2022-01-30,203635,700,Jan
777,Introduction to Next.js | NextJs Tutorial for Beginners #1,2022-01-29,387374,771,Jan
778,The Harsh Truth About Typing wrt Coding 😐,2022-01-26,129735,502,Jan
779,Wrap Tabs in VS Code is an awesome feature! 🔥 #shorts,2022-01-24,115182,148,Jan
780,⚠WARNING: Don't Learn Tailwind CSS before Learning CSS!,2022-01-23,44909,253,Jan
781,Must Try this VS Code Hack #shorts 🔥,2022-01-22,94279,176,Jan
782,Is it impossible to master CSS?,2022-01-21,161739,557,Jan
783,Top 5 Programming Languages for 2022 🔥,2022-01-19,416877,1071,Jan
784,Project 1: Facebook Clone in Tailwind CSS: Tailwind Tutorial #14,2022-01-18,107298,264,Jan
785,Deploying a Tailwind Website to Production : Tailwind Tutorial #13,2022-01-17,52740,179,Jan
786,Customizing Tailwind CSS using tailwind.config.js file: Tailwind Tutorial #12,2022-01-16,52754,128,Jan
787,When to use @apply and @layer directive?: Tailwind Tutorial #11,2022-01-15,38089,105,Jan
788,C Language in 9 Minutes (in Hindi) 🔥,2022-01-14,516661,1275,Jan
789,@layer Directive in Tailwind: Tailwind Tutorial #10,2022-01-13,44545,168,Jan
790,@apply directive in Tailwind CSS: Tailwind Tutorial #9,2022-01-12,55384,164,Jan
791,"Hover, Focus & Other States in Tailwind CSS : Tailwind Tutorial #8",2022-01-08,65249,301,Jan
792,Creating Responsive Designs in Tailwind CSS : Tailwind Tutorial #7,2022-01-07,83213,316,Jan
793,Square Bracket Notation in Tailwind CSS : Tailwind Tutorial #6,2022-01-05,64749,194,Jan
794,"Margins, Borders & Padding in Tailwind CSS : Tailwind Tutorial #5",2022-01-04,74885,183,Jan
795,Fonts & Sizing : Tailwind Tutorial #4,2022-01-03,102054,204,Jan
796,Why use Tailwind CSS? : Tailwind Tutorial #3,2022-01-02,125510,329,Jan
797,Sweet Spot PC Build for ML & Android Studio 🔥,2022-01-01,162444,645,Jan
798,Our First Tailwind CSS Website: Tailwind Tutorial #2,2021-12-31,275609,891,Dec
799,Introduction to Tailwind CSS & Utility first Workflow: Tailwind Tutorial #1,2021-12-30,576881,1112,Dec
800,Python in 8 Minutes (in Hindi) 🐍,2021-12-28,1165689,1172,Dec
801,Strapi Headless CMS can save a lot of API Development time 🔥 #shorts,2021-12-23,88534,130,Dec
802,"Personal Portfolio website using pure HTML, CSS and JavaScript",2021-12-22,1431219,2078,Dec
803,Bootstrap in 2022 - A big NO ❓❓,2021-12-21,343333,1006,Dec
804,5 Ways to Host a Website for Free!!! 🆓🙌,2021-12-21,643566,345,Dec
805,7 Coding Myths - Busted! 🕵️‍♂️,2021-12-20,227720,671,Dec
806,Why everyone should learn to Code in 2022? (The Reason!),2021-12-18,85671,578,Dec
807,5 ways to customize chrome homepage 🔥 #shorts,2021-12-17,135964,126,Dec
808,Landing Page vs Website - The Difference! 🔥 #shorts,2021-12-13,80953,100,Dec
809,GitHub Desktop saves a lot of time & hassles 🔥 #shorts,2021-12-09,79589,136,Dec
810,Python Quiz: 99.9% wont get this right! #shorts,2021-12-08,170430,284,Dec
811,Can you learn Coding post 30?,2021-12-07,73317,524,Dec
812,Live Preview HTML in VS Code 🔥,2021-12-07,188557,193,Dec
813,Yarn Vs Npm #shorts,2021-12-06,53181,127,Dec
814,Fun Things to do with Google Search #shorts 🔥,2021-12-05,195964,141,Dec
815,Lively Wallpapers is an amazing Windows 11 Application 🔥 #shorts,2021-12-04,66352,123,Dec
816,Image search in Chrome - No Extension #shorts 🔥,2021-12-03,58285,115,Dec
817,What if you are not enjoying Coding?,2021-12-02,372575,941,Dec
818,Pretty print JavaScript objects in NodeJS,2021-12-02,63623,60,Dec
819,Find and delete unused node_module folders #shorts,2021-12-01,276816,307,Dec
820,Amazing Facts About Windows 11 🔥 #shorts,2021-11-30,198328,108,Nov
821,What *is* Coding?,2021-11-29,246969,652,Nov
822,These 5 Chrome Extensions are amazing! 🔥 #shorts,2021-11-29,174561,149,Nov
823,Advanced Google Search Tips & Tricks! 🔥 #shorts,2021-11-28,85466,74,Nov
824,C vs C++ in 2022?,2021-11-27,266096,804,Nov
825,Make Windows Look like MacOS using this! 🔥 #shorts,2021-11-27,179227,152,Nov
826,Search Google Like a Pro! 🔥 #shorts,2021-11-26,119558,153,Nov
827,Find Fonts on any Website using this free tool! 🔥 #shorts,2021-11-25,59969,114,Nov
828,TabGroups in Chrome is very helpful for Coders 🔥 #shorts,2021-11-24,61702,82,Nov
829,Prims Minimum Spanning Tree Algorithm (Step by Step with examples),2021-11-23,147523,609,Nov
830,99.9% will fail to answer this JavaScript Question #shorts,2021-11-23,752336,847,Nov
831,Start Chrome dino Trex game with the score of your choice #shorts,2021-11-22,83890,115,Nov
832,"""Previous Cursor Location"" feature of VS Code will save you a lot of time 🔥 #shorts",2021-11-21,157118,103,Nov
833,C++ करूँ या Java? [All Doubts Cleared],2021-11-20,688827,1426,Nov
834,This is my favorite VS Code Feature 🔥 #shorts,2021-11-20,260928,239,Nov
835,Calculating Spanning tree Cost & Minimum Spanning Tree,2021-11-19,84089,219,Nov
836,These Unique Microsoft Edge Features are not present in Chrome **yet** 🔥 #shorts,2021-11-19,274494,204,Nov
837,Spanning Trees & maximum no of possible spanning trees for complete graphs,2021-11-18,87808,299,Nov
838,Know this to rank your site in Google 🔥 #shorts,2021-11-18,62372,70,Nov
839,Convert Image to Text directly in Chrome - No external application needed 🔥 #shorts,2021-11-17,119425,170,Nov
840,This Chrome feature to Manage your tabs is awesome! #shorts,2021-11-16,80229,235,Nov
841,Must learn this Chrome Tab *Trick* to maximize productivity 🔥#shorts,2021-11-15,99496,264,Nov
842,Enable this secret AI feature in Chrome 🔥 (Right Now!) #shorts,2021-11-14,155477,298,Nov
843,NextJs in 7 Minutes 🔥,2021-11-13,224261,471,Nov
844,This tool will help you read any PDF as Audiobook 🔥 #shorts,2021-11-13,81341,138,Nov
845,Hate Mathematics? Here's where Maths is not required for Coding?,2021-11-12,151983,740,Nov
846,You cannot go back to Windows 10 From Windows 11 😢 #shorts,2021-11-12,122831,226,Nov
847,My Secret Technique to Learn a Programming Language/Technology (Step by Step),2021-11-11,197048,486,Nov
848,Watch YouTube Lectures Like a Pro 🔥 #shorts,2021-11-11,201162,293,Nov
849,DFS Implementation in C | C Code For Depth First Search,2021-11-10,112299,186,Nov
850,Another Free Microsoft App for your Mobile #shorts 🔥,2021-11-10,87194,145,Nov
851,Why are some people so good at coding? (Copy These),2021-11-09,200100,736,Nov
852,A clever trick to use Inspect Element smartly in Chrome 🔥 #shorts,2021-11-09,801427,384,Nov
853,Know this before upgrading to Windows 11 😡,2021-11-08,342865,2399,Nov
854,All Web Developers should know this Chrome Internet Speed Trick! 🔥 #shorts,2021-11-08,289556,326,Nov
855,Enable these options in VS Code now! #shorts,2021-11-07,774163,409,Nov
856,Depth First Search (DFS) Graph Traversal in Data Structures,2021-11-06,149072,181,Nov
857,This VS Code feature will change the way you present 🔥 #shorts,2021-11-06,144998,255,Nov
858,Why I am Uninstalling Windows 11 😢,2021-11-05,413682,2120,Nov
859,How a Coder Plays Google Chrome’s T-rex Game Using JavaScript! #shorts,2021-11-05,4452464,422,Nov
860,BFS Implementation in C | C Code For Breadth First Search,2021-11-04,194570,206,Nov
861,How to install Fonts from One Computer to Another in Windows? #shorts,2021-11-04,72452,191,Nov
862,Breadth First Search (BFS) Graph Traversal in Data Structures,2021-11-03,209560,255,Nov
863,This JavaScript trick will amaze your friends 🔥 #shorts,2021-11-03,959211,742,Nov
864,Use this *free* Microsoft application to improve your productivity #shorts,2021-11-02,139538,317,Nov
865,5 HTML Tags I bet you didn't know about! #shorts,2021-11-01,1206492,2268,Nov
866,The Logic Building Mindset you need to solve any Competitive Coding Question!,2021-10-31,754843,954,Oct
867,How Much Does Coding Help in Stock Market (Money Making Tips) 🔥,2021-10-30,159988,505,Oct
868,Downsides of a being a Software Dev - by a Software Dev!,2021-10-29,72389,531,Oct
869,Choose this out of Competitive Programming Vs Software Development in College!,2021-10-28,122606,487,Oct
870,Windows 11 Upgrade + Get those missing features back! 🔥,2021-10-27,116735,1155,Oct
871,Which Resource to Choose for Learning Coding | Book? Videos? Text or...,2021-10-25,193951,760,Oct
872,1.5 Lakhs/Month Coding Job Without a Degree? 😲😲,2021-10-24,469458,1099,Oct
873,Will Web Development Eventually Die?,2021-10-23,134094,672,Oct
874,Graph traversal & Graph traversal algorithms,2021-10-22,137943,422,Oct
875,Data Science vs Software development - Which career path is the most Rewarding?,2021-10-21,557020,1169,Oct
876,"Representation of Graphs - Adjacency List, Adjacency Matrix & Other Representations",2021-10-20,198997,358,Oct
877,Dont Do Last Moment study but... (Few Personal Tricks),2021-10-19,44520,623,Oct
878,Introduction to Graphs | Graph Data Structure,2021-10-18,296377,481,Oct
879,Perks of being a Software Engineer 😍😍 - Should you be one?,2021-10-17,135531,793,Oct
880,"C Code For AVL Tree Insertion & Rotation (LL, RR, LR & RL Rotation)",2021-10-16,135769,439,Oct
881,How To Get Started With Coding (3 Minutes),2021-10-15,156540,528,Oct
882,How I remember syntax while programming?,2021-10-14,83601,370,Oct
883,"Tic Tac Toe Using only HTML, CSS & JavaScript 🔥🔥",2021-10-13,534295,1930,Oct
884,How Long Does it Take to Learn a Programming Language? (Job Ready),2021-10-11,592664,1273,Oct
